content,sentiment
Kurang bsgus,1
Buruk,0
Sangat bagus,1
🤗🤗🤗 okeee,1
Semenjak line di putuskan akses ke Facebook saya tidak Bermain line lagi,0
Ga enak pun ga ada kontak nya gada yg chat,1
Lama gak pakai LINE mau login lagi gk bisa padahal nomer masih aktif.,0
"apasih gajelas banget buat pitur ""cara untuk melanjutkan pindah akun"" apalah orang gua pengen login ke akun gue kocak",0
"Kembalikan dari awal login dengan Facebook, akun saya banyak yg penting, baik berkas, stiker dll",0
Kirey ne,1
"line kurang baik, tidak bisa menerima pesan baru ataupun membalas pesan dan tidak bisa menambahkan teman",0
"Pindah akun ribet, harus pakai verivikasi hp lama, ga jls",0
Ribettt yg no nya udah ga aktive kan susah 😭,0
"please, ini udh gbisa login kh? aku mau masukin aku tiktok kuu plss., aku bnr bnr. butuh, aku udh ganti hp ga sempet buat pindahin akun. tpi tetep gbisa login ya",0
Mantap,1
"Tolong min saya mau pake line karna lupa sandi jadi ga bisa login,padahal nomer aktif 😭",0
Aku mau ini,0
Line sekrng sangat berat tidak seperti line dulu. Tolong fibperbaiki lg agarlebih mudah di akses,0
"Aplikasi bagus dan menarik tpi tolong agar bisa balas vn yg dikirim org lain juga vn bisa dipercepoat 1,5x dan 2x. Terima kasih",1
Baik sekali.,1
Jujur kecewa banget dari pada sakit kepala berualang kali tuk masuk tetep aza gagal sakit hati jadi kalau ribet mending di hapus aza,0
Knp nomor sy tidak bisa terdaftar diwilayah,1
I love it!,1
Bodoh mau tambah Kontqk aja susah makin parah,0
Kenpa untuk masukkan nomor Indonesia tidak bisa apa hanya untuk pengguna luar negeri saja kah?,0
Lemot aplikasinya,0
Blm pernah mengalami,1
1.gak bisa login pakai email harus pinsah akun terus kodenya dikirim ke line udah tau saya mau login 2. gak bisa lupa password via no telp akun saya nyangkut di no telp belum terdaftar diemail,0
o siap,1
jelek. abisin memori,0
Kok gk bisa instal,0
"Kenapa mau daftarkan nomor hp gak bisa???? Keluar tulisan ""nomor hp anda tidak bisa di daftarkan di negara anda"" kenapa cobak ??? Atau mungkin negara konoha aja yang bisa",0
Makin besar memorinya ni aplikasi Parah,0
Nice,1
"Hiburan yg murah, bisa di lakukan kapan aja, dan bisa mengasah otak dan cari sahabat",1
"halo,kenapa line saya tidak dapat menambahkan nomor telfon?",0
Kenapa line saya tidak biaa bergabung di gruep line ayam thailand padahal ini baru dowload versi terbaru,0
nice!!!,1
Mempersulit login yang HP ilang yang jelas - jelas sudah di masukin akun google nya,0
Ini bagaimana sih tidak bisa menambahkan ID orang lain dan pengguna tidak ditemukan!,0
good,1
Kok error,1
Agak aneh,0
"Line makin jelek tidak bagus, aplikasi jelek , login pake fb jadi gak bisa .. Akun ku jadi hilang, saya dulu login pake FB sekarang tidak ada login FB.. Sangat kecewa.. Akun ku bertahun tahun jadi hilang.. Sangat kecewa. Aplikasi buruk",0
Memuaskan,1
Jelek gak bisa daftar nomer telepon katanya tidak tersedia di Negara Anda,0
Baik,1
Tolong perbaiki line...ko akun saya tidak bisa time line dan kep hilang semua parah,1
loginnya lama + sering ngebug,0
Kenapa tidak bisa mengirim pesan!!!,0
Aplikasi rusak SAMPAH,0
Ga tau kenapa line tiba-tiba ga bisa dibuka padahal wifi lancar saja,1
Line eror,1
saya barusan instal line pas daftar eh kok ngak bisa katanya jaringan kagak ada. padahal saya pake waifi loh. Aneh ya line skrng .,0
Ini developernya gk bisa apa liat kalau banyak juga yg uninstall line? Banyak fitur yg lo hapus & banyak jg bisnis yg terdampak. Ckckck gua jadi harus cari bisnis lain yg gk mengandalkan di LINE.,0
tolong dong ini kenapa ya. sinyal bagus bagus aja tapi kok pas ada notif masuk pas buka apk nya ga ada pesan masuk? tolong diperbaiki lah aneh banget,1
"jangan ngambek, tolong benerin line saya",1
"jelek bgt gabisa login padahal device nya masih sama, gmn ceritanya mau pindah akun.",0
"Line sekarang mau bangkrut kah? mau login "" tidak dapat terhubung ke internet"" lah dri tdi juga streaming",0
RITA CANTIK BANGET KAYAKNYA NISA SABIA ISTERINYA DARWIN MENGADUNG ANAK PERTAMA DARWIN SUAMINYA DEWI,1
Emot dan stiker tidak terlihat,0
"Developer mikir apa sih tolol , mau Login malah minta verifikasi di HP lama , yang udah jelas kebanyakan HP lama sudah tidak menggunakan Line karena memang niatnya mau kembali menggunakan line lagi , malah dibuat ribet...",0
Enggak bisa tambahin nomor Indonesia,0
"Buat developer line tolong masalah ""penggunaan tidak ditemukan"" ini diperbaiki lagi soalnya saya mau menambahkan teman saya orang jepang dan saya di Indonesia tidak bisa menambah dia jadi tolong masalah ini di fix kan",0
Lumayan,0
Balikin fitur send friend requestnyaaa,1
TELO,0
Kenapa di hp saya tidak bisa mendaftar akun line trus sudah beberapa kali saya update tetep aja gagal.,0
Kanapa line selalu mengalami ganguan terus coba lah di perbaiki supaya nyaman di gunakan,0
Lebih suka versi lama Versi baru banyak stiker yg hilang,0
kenapa tidak bis login eror trs knp ya,1
Ga bisa login woi,0
"Dulu udah pernah tautkan akun dengan google. Login di PC bisa, namun pas di handphone ""Akun google ini sepertinya tidak ditautkan dengan akun LINE"". Aneh sekali, kalo di PC bisa login, kenapa di handphone tidak bisa?",0
"tolong kembalikan option login lewat facebook. akun lama saya,saya tautkan lewat fb.tapi jadi ga bisa login,padahal sayang karena di akun itu bnyak stiker yg sudah saya beli. jadi tolong,kembalikan option login lewat facebook. terima kasih",0
No komen,1
"tolong perbaiki, tidak bisa login di hp xiaomi 14 t pro.. udah semua cara di coba ga bisa. tapi login pake hp lain, normal dan aman.",0
Ko line gk bisa,1
UDAH MASUKIN SANDI YG BENER MALAH SALAH MELULU GAJELASSSSSS,0
Ga bisa daftar nomor XL,0
"cara balikin foto"" di memo gimna yaaaa😭😭😭",0
Baguss,1
Ga bisa upgrade lagi huuu diskriminasi ini mah huuuu masa ga bisa diupp lagi,0
Aplikasi bagus trima kasih,1
tolong adain fitur kirim foto sekali lihat juga dong,1
Kak update terbaru donk.. hp saya hilang g bisa login lagi pake nomer lama... gabisa main getrich lagi gara gara gabisa login..terkmakasih,0
Mantap,1
Tolong diupdate Line storynya bisa memakai lagu 😭 from pecinta LINE,1
Aplikasi aneh.. padahal ini aplikasi membekas dari jaman smp 2013 sampa jaman pacaran pas kuliah skrg gabisa login.. sakit jiwa,0
Semenjak ada iklan pop up kok malah GG bisa buka aplikasinya ya :(,1
kenapa ya dptar line ko susah skarang,0
"perbaiki dong,kaya wa bisa langsung masuk dengan nomor TLP!",0
"line sekarang kenapa gini ya? akun lama saya kalau enggak salah saya daftarkan di akun google (email) terus pas mau login lagi, pas lokasi tempat tinggal nya di setting ke indonesia malah keluar kata-kata ""surat izin tidak tersedia"". tapi giliran saya coba pake lokasi tempat tinggal korea atau china malah bisa, tapi karena saya gak punya nomor luar tetep gak bisa login. kenapa malah makin update makin mempersulit login? tolong di update selanjutnya masalah seperti ini sudah terselesaikan 🙏🏻",0
Iam back!,1
No. telepon tidak dapat ditambahkan di negara/wilayah Anda. 🤡🤡🤡,0
Suka error sendiri ngeselin,1
Suka versi lama,0
Bagus,1
Log in ribettt,0
"rusak, masa nomor telpon tidak terdaftar di wilayah. udah gitu gabisa login harus verif ulang, ketauan device nya udah ganti",0
Line opi ra rog,1
Jujur kecewa sih pdhal udh punya lama akun line tp gak bsa d buka truss pas daftar nomer tlpon kok malah gak terdaftar 🤦🤦 yg skrg ribett,0
"Sudah di update tpi tetep gk bisa di buka line, kenpa ya",0
Makin ribet makin gak ada yang minat,0
"Payah gak bisa invite orang,",0
Sangat susah untuk mendaftarkan nmr tlvon,0
Oke aja,1
"Gak bisa nambahin nomor tlpon,susah nya minta ampun,, update yang jelas dong line",0
"2 akun kena blokir,yg satu grgr invite id terus error yg satu lg nya tbtb kena blok tanpa penyebab tolong dong developer cara pulihkan nya gmn biar bisa di pulihkan",0
"Buruk, tidak bisa dibuka",0
Bagus,1
Game yang sangat menarik saya suka,1
"Bikin akun baru pun verifikasi no. Hp gabisa"", Line sekarang cacad",0
Aku ingin sekali menjadi orang yg mau mau saya tanyakan ke rumah,0
line sekarang bener-bener susah untuk login,0
"aplikasi udah oke tapi kenapa ada iklan sekarang, serasa udah gak premium lagi",0
Kasih 3 dulu,1
Mohon maaf hanya bisa kasih bintang 1 dulu karena sering terjadi error saat menambahkan teman,0
Bosan,0
Udah unduh tapi pas daftar login susah amat. Udah masukin no tlp tpi gk bisa2.. Lah yah gimana nih,1
"g bisa di download, aplikasi tidk terdaftar, aneh",0
download foto doang lama bat gils,1
Yah,1
"Jelek bngt ada iklan"" Ny",0
Menyenangkan,1
"Ribet , akun hilang2 . Login ribet , makin lama makin kek 💩",0
"Ini setelah di perbarui kenapa malah keluar sendiri, aplikasinya sama sekali gak mau jalan. Tolong diperbaiki secepatnya, sudah lebih dari 2 minggu",1
Buruk akun line hilang dan error mulu udah beberapa kali buat akun line baru kesel kadang,0
"Ini gimana saya login nya, hp lama saya hilang, login pakai hp baru harus minta persetujuan hp lama atau harus pakai QR, lah hp udah hilang gimana minta kodenya, login fb udah ga bisa",0
All iklan,0
"ini kenapa ga bisa nyari pake nomor telepon ya, saya mau cari alamat line lama saya😔",0
ribet,0
Baik,1
"Dulu ok , sekarang minat pengguna kurang",1
KEMBALIKAN LOGIN FACEBOOK,0
Kok gak bisa daftar nomor,1
gur,0
knp ga bisa di update??!,0
Aplikasi ini kenapa makin kesini makin error Tiba2 vertifaksi keblokir bikin susah,0
5stars cuz Line Gundam Wars only.,1
kembang kau masih banyak fitur-fitur yang error harus percobaan,0
"Masa daftar nomor, eh mah tidak diketahui, aneh",0
"in gimana cerita nya ya???? mau daftar akun via no ko malah ga bisa,selalu ad notif perbarui line padahal baru download dan d playstore ga ad update kan aneh",0
Knpa line q gak.bisa di buka,1
Min tolong dong akun saya gak bisa di login gara-gara akun nya masih nyangkut di hp yg udah mati total,0
"line saya tiba2 gak bisa chat sama sekali , saya uninstall dan install lagi gak bisa login dengan Email. ada solusi kah???",0
"Aplikasi terbodoh saat ini, login dipersulit",0
Tolong openchat di sediakan lagi dong karena ini untuk kepentingan aku juga,0
"Skrng jd ribet yah, mau log in aja susah, pdhl email sendiri, harus pake segala apalah, keamanan sih keamanan tp repot, kan mana bisa log in kalau misal harus liat kode verifikasi di inbox nya -_-",0
Aku saya gak bisa login karena fitur login Facebook hilang,0
"Saya tidak bisa memakai akun lama, karna akun lama saya di handphone yang telah rusak",0
Sangat puas danbantu,1
kenapa yah sekarang kalau buka line loadingnya lama bangatt,1
Gua udah download tapi gak bisa login malah harus di update dulu padahal baru jjuga download suruh update gimana sih,0
Good,1
"Line versi sekarang aneh, ribet, banyak aturan tidak jelas. Dikit dikit login nomer telepon/email ke blockir bikin kecewa penguna line zzz",0
Jalan untuk link-nya,1
Gak bisa² ya login nya😭,0
Masuk aja susahnya minta ampun,0
Aplikasi ini membuat seseorang muda diterima,1
"Ribet banget sekarang line yg baru, masak no hp yg sudah terdaftar katanya tidak terdaftar jadi gk bisa masuk gimana kalaj hp yang lama hilang masak harus verifikasi ke perangkat lama kan aneh, beneran aneh banget nih aplikasi.",0
"Akun line lama saya sudah tidak bisa lo in lagi krna tertaut di HP yg hilang karna di curi orang, akunnya belum saya daftarkan nomor HP karna sy pikir lewat gogle cukup untuk pindah perangkat, gmail & sandinya ingat cuman kode verifikasi untuk log innya dikirim ke chat line yg tertaut di HP yang sudah tidak saya miliki lg, kali ini bintang 1 saja, moga didengar keluhan saya",0
kualitas VC gelap. kamera gelap. vn juga pecah suaranya.,0
Mantap,1
"durasi storynya bisa lebih lama ga sih? biasanya jadi burik juga gambarnya, plisss lahh masa dari dulu ga di fix",1
buat pindah akun ke hp lain mlh eror2 trus,0
Ngga bisa masuk lwat facebook,0
"Akun saya tidak bisa dipulihkan, kebijakan line yang baru sangat merugikan. Padahal akun saya sudah tertaut email dan nomer hp, tetapi tidak bisa login lagi",0
"Line eror terus, gk bisa kirim pesan, gak bisa tambahkan teman🤦",0
gabisa nambahin no telpon,0
sering eror,0
gak biza nambahin teman kalau mau nambahin teman harus dagtar nomor telepon tapi gak bisa ke daftar,0
"udah ga bisa tartun gratis yah, ntah gmna cek gratis tartun nya biasanya bisa eh barusan kena palak 10k dong",1
Ok,1
Sy coba dulu,1
"Min, tolong dong untuk login dengan Facebook nya gimana ya, soalnya akun getrich saya itu nyambung ke line dan login line nya pakai Facebook doang ga pake yang lain. Ada sih pake nomor tapi nomor nya udah ga aktif dan udah hangus, jadi tinggal Facebook itu, tapi sekarang ilang min itu login nya tolong min",0
Mau ikuti berita apa saja dan permainan Gem ini,1
Pemberitahuan penteng,0
"Verifikasi diblokir sementara, tetapi sudah 2 minggu masih tidak bisa log in, sementaranya berapa lama?",0
Oke,1
"Aplikasi busuk, login aja susah & ribet",0
"Saya mau login LINE dg hp baru, sementara sy tidak ada perangkat yang lama, bagaimana cara supaya saya dapat login di perangkat hp baru saya?",1
Tidak bisa memperbarui line,1
Mohon diperbaiki dong line masalah login di hp lain . Hp yang lama posisi mati total . Tidak bisa login Line di hp yang baru . Ada nya fitur verifikasi akun membuat ribet .,0
"kenapa sekarang gabisa login hanya pakai nomer? harusnya kalau lupa pw ya bisa pake nomer, masa harus bikin akun baru sih ah elah",0
"tidak bisa login, alasan update terbaru. sedangkan sudah yang terbaru",0
"Buat line baru versi skrg sangat ribet banget... Banyak bla bla nya, Sudah di daftarkan no telp,tp no tdk terdaftar kan aneh.. Sdh di coba berulang ulang tetep nggak bisa. Ya udah kalau gak bisa ya hapus saja apk line nya,gak jadi bikin deh simple kan,dari pada pusing2",0
Sering terjadinya eror. Perbaiki lagi,0
Bagus namun saya berharap Line dapat menambahkan fitur tanda mengetik seperti di WhatsApp untuk meningkatkan pengalaman pengguna,1
Ok,1
"knapa penyimpanan line saya sampai 6,5gb ya?",1
Gk bisa buka,1
Mantap,1
08.12.2024 Tidak bisa di akses,0
Kasih fitur online dong,0
Force close terus nih line ku,0
"Makin aneh, akun yang dulu gak bisa balik lagi",0
"kenapa sekarang diperibett, dulu tinggal masuk pake nomer hp terus kirim nomer otp sudah bisa masuk,sekarang kalau lupa sandi harus terhubung email padahal dulu mas daftar tidak pake email. UPDATE SAMPAH!.",0
Hp yg lama rusak ganti hp baru tapi tidak bisa login pakai nomer yg sama.,0
"Apaan sih ini line, q GK bisa masuk ke akun q sendiri,pake no telp juga GK bisa.maunya apa sih?? Repot bgt sumpah line ini. Udah masukin email-nya tetep GK bisa masuk,ribet banget line ni.gimana mau laku coba",0
Bgusss bettt,1
Luar biasa !!!,1
LIN . Sampaah..!! Sering eror . Dan ribet disini .! Ga jelas LIN ini..!! Nyeseel downlod .!!,0
"Ga bisa login, udah berhari-hari",0
Maaf bintangnya aku beri dua sering update memperbarui aku kira biar tambah baik meskipun pakai akun baru yg gk bisa pake nomer untuk login dan untuk masalahnya kenapa sekarang ada iklan lazada shope diaplikasinya,0
ok,1
"Smenjak update ga ada pesan masuk, hanya ada notif nya saja",0
"Nyesel pake plikasi ini,smua data keep ilang,buat apa coba ilangi data keep,aplikasi ga laku tanbah ga laku",0
eror terus aneh,0
coba coba😁,1
"Line ku suka error gk jelas,gk bisa nambah teman padahal lagi urgent banget tapi disuruh nunggu 1 s.d 2 hari,trs pasti gk dapet notif dr teman,cuma dapet notip dari grup doang.",1
"aplikasi luu seringg ngebug ga muncull notiffnyaaa kocakkk, gw jadii ga bisaa fast respon ke cewee palingg lucuuu, dislike👎🏻👎🏻👎🏻",0
Masukan nohp kok nomor ya tidak terdaftar di negara...? (Tidak dapat menambah kan temen secara otomatis),0
Openlinethky,1
"Kenapa tidak bisa log in?tidak bisa menerima sms,gimana ini?",0
Eror nih.. aplikasi 🤕 masa nomor telepon tidak bisa di daftarkan 😪🙈 tidak ada respon dari keluhan pengguna. Hapus aja nih aplikasi nya 🙈🤣,0
"Masa gak bisa daftarin nomor, alasan nya karna gak ada di wilayah. Jelas jelas nomornya udah bener, gaje.",0
Good,1
Mantap,1
"Ini gimana si line, masa gak BS masukin no pribadi,gmn mau izinin kontak,aneh!",0
Application serve people global,1
Sekarang GK bisa login dengan facebook kah...????,0
Iklan diatas inbox sangat menggangu,0
Kenapa no telf saya tidak dapat di tambahkan ?,1
Setiap nyari id pasti tulisannya akun tidak ditemukan Padahal id sudah benar,0
Sangat susah login keakun lama. Ganti hp atau hp tereset harus buat akun baru terus ya. Apk kok makin buruk.,0
Baru pertama bikin line tpi gk bisa karena harus update tpi di playstore gk ad tulisan update nya,0
"Kenapa sekarang gak bisa login cuman pak nomor ya, kenapa waktu login harus verifikasi dari perangkat lama, aneh deh pedahal otp dapet itu harus nya udah bisa buat akses masuk, kenapa di persulit untuk masuk gimana kalo perangkat sblm nya hilang ???, gak ada solusi lain selain haurs verifikasi ke perangkat lama, semoga komentar saya bisa di baca oleh tim dari line yaa, maaf kali ini saya beri bintang satu karena menyulitkan user nya pada saat login di perangkat baru 🙏",0
Senang banyak teman dari luat,1
Bagus,1
"line aneh udah gabisa login lewat fb lagi, padalan banyak data2 tersimpan, sm foto2 di album, tolong solusinya dong biar bs balik lgi akunnya, padalan juga game di lgr udah lv tinggi eh malah dihapus sistem login lewat fbnya",0
Aneh nmr tidak dapat ditambahkan,0
💙,1
nggak bisa VN,1
"Kok terus tdk bisa buka lagi, kenapa layanan internet dibilang bermasalah, padahal yg lain normal. Gimana ya? Buka di perangat lain diminta buka diperangkat lama, sedang prangkat lama rusak mati. ada yg tahu solusinya.?",0
UI yu Wi Hong ikkmm.,1
"Aplikasi line skrang bner² buruk. udh bener login fb dipertahanin malah ilang, login fb & itu terhubung ke email juga emailnya ga kedeteksi, mau reset password via gmail juga ga bisa padahal mau nostalgia main game. Bener² kecewa banget, progress game udh bagus² (walaupun jarang dimainin) harus ilang dgn gampangnya",0
ngebug aja,0
Kenapa ya saya mau login beberapa hari ini ga bisa?padahal dihp satunya bisa login kok ini dibarcord eror mulu,1
"Line gimana sih, masa aku mau menambahkan pertemanan gak bisa??? Malah ada tulisan pemberitahuan. Error, terjadi error yang tidak diketahui. Ini gimana pihak line???",0
Saya mh mlh ga bisa bikin lgi line,1
"kenapa tidak bisa daftar pake nomor handphone untuk wilayah indonesia? ,kasian pengguna baru yang udah download untuk kepentingan,pantas saja dapat rating 3,9",0
Good,1
Akun hilang karena sudah tidak bisa login fb lagi...terimakasih line👎,0
ok,1
Login lewat FB dihilangkan,0
Mohon ya perbaikan eror saat menambahkan teman dari berbeda negara,0
Seterusnya bintang 1. Klo file yang di line keep gw gak balik ya,0
Baik,0
Sekarang tak ada gunanya,0
aplikasi ya kenapa si aku masukin no aku ko salah si aplikasi jelek aku aksih bintang satu,0
Ok,1
Kenapa kalo lagi scrolling timeline di OA sekarang malah kembali ke postingan paling atas sih pas ke home sebentar atau keluar ke aplikasi lain sebentar? Tolong kembalikan seperti semula,0
nomor telepon asal indonesia tidak bisa di daftarkan 👎👎👎,0
"Ngga bisa login Facebook, akun getrich gua ilang.. oi line kasih solusi",0
gbs masuk line lagi bjirrr,0
"Eh min, lu kalo update apk yg kira2 dong banyak orang2 yg gak bisa login gara2 update terbaru lu,, line kan bukan skdar buat chat doang tapi ada akun2 game yg sekarang gak bisa d buka karna update terbaru cok ...",0
"Akun hilang gara gara dulu login nya pake fb, sekrang malah gabisa login pake fb , setresss",0
Bagus,1
Sangat buruk,0
"Sering force closed, install ulang apk gitu lagi.. Padahal pake poco x6 pro",0
Aplikasi rusak. Susan login. Mau login malah disuruh update app nya padahal udah paling terbaru,0
Lumayan,1
Kenapa aku daftar ko gak bisa suruh apdet trus,0
Ok,1
🙁,0
"apk aneh, kenapa untuk login malah dipersulit",0
Ok,1
jd ada iklan nya gini ribet,1
"Ribet,sudah tidak berguna kalau sampai ganti sandi AtaU ganti Hp. Rawan pencurian data kalau seperti .",0
"no hp tidak bisa di gunakn di wilayah atau negara, itu laporanya",0
Bagussss,1
Ok,1
"Kesulitan untuk login ke akun yang telah ada karena hp lama rusak dan tidak adanya alternatif, sangat membingungkan",0
Line ku lambat di buka LEMOT selalu louding muter2 ya keliling Monas sampai 101 mou kirim foto jg susah Line ku 🤦😡 Anjiiiirrrt bikin jengkelin apa lg sama bos tu mou kirim foto hadehhh gk bisa kekirim sekaligus beda sama WA tapi berhubung di 🇹🇼negara ini pengguna line semua u/semua hal jd bikin kesel klo urusan penting sama bos sampai ulang ulang kirim🤦🤦🤦😡,0
mantap,1
aplikasi banyak eror...masuk akun sendiri malah keblokir sementara,0
Kenapa aplikasi line saya tidak berfungsi. HP saya android 14,1
Yaelahhhh² gua main get rich 6thn sia² sattt gua dulu login makek akun Facebook ehhh sekarang di hapus satt kgk bisa login fecbook lagi,0
Merasa tidak aman karena tiba tiba muncul iklan gk jelas,0
Tolong balikin login ke facebook,0
Akun saya selalu eror,0
"login lewat FB sudah tidak ada, dulu login lewat fb ada",0
Nomer saya gk bisa terdaftar,1
iklan sudah mulai menyerang 😀,0
Mantap sekali,1
Bisa menjalin silaturohim dengan sahabat,1
Tidak bisa menambahkan nomor telepon,0
"Loginya di suruh masuk, setelah masuk pake No malah error niat update apa gak",0
"Kapan menu login facebook dikembalikan, akun saya hilang kan jadinya",0
Line ny gak bisa cari pake nama knpa harus pke ID DAPTAR no tlpon jga kok susah bngt ribet bisa gak LINE ny cari teman pake nama doank gak harus pke ID,0
Sulit login,0
"Saya mau bikin akun aja gak bisa, malah loading mulu",0
Aok nya mantap 👍,1
Aplikasi Gk jelas,0
Sangat baik,1
akun lama hilang,0
Habus,0
"Mau daftar juga susah,malah ada tulisan nomor anda tidak terdaftar di negara anda,padahal nomor saya dah 7 tahun di pake,paraah",0
"Metode Log In Menggunakan Facebook Sudah Tidak Ada Lagi, Akun Line Saya Hanya Bisa Masuk Menggunakan Metode Log In Facebook, Bagaimana Ya Solusinya Tim Line Sekalian?",0
"Line sekarang jelek, gada openchat nya gbsa cari gc lgi kek dlu. BALIKIN OPENCHAT NYA!!",0
kenapa akun saya tidak bisa menambahkan nomor?? selalu ada tulisan nomor anda tidak dapat di tambahkan di negara atau wilayah anda. mohon bantuannya,1
"Please, admin, add the login via Facebook again because my game account is there. Please listen to me.",1
OK is goid,0
Line makin gak jelas beneran,0
Tolol banget login dengan Facebook malah di hapus anjeng,0
Ujjjn,1
"Udah bagus kerja sama dengan facebook malah di stop, akun gue dri 2015 hilang karena hal ini. Line saya terhubung dengan alamat email tapi tidak terdaftar. Bukannya nyari pelanggan malahan buat pelanggan jadi kabur dan berhenti memakai line akibat hal yang seperti ini. program line sekarang Tidak bisa diandalankan. Banyak file yang gua keep hilang semua. Bahkan tidak ada solusi setelah kehilangan data yang ada di line gue.",0
Line the best,1
Susah masuk,0
bisa kirim pesan ke tmn wa ga???,1
Lelet di Infinix perbaiki,0
Kenapa tidak bisa menambahkan nomor telefon,1
Ko line saya gak bisa di buka sih ka,1
"Tidak bisa login line karena handphone terformat sehingga data akun yang tertaut ke aplikasi line juga logout. Bahkan untuk login lagi perlu ""verifikasi pindah akun"" dari perangkat sebelumnya. Tolong lah, saya masih menggunakan perangkat yang sama tapi tidak bisa login hanya karena tidak ada perangkat lama?! Yang benar saja pihak LINE. Jika kalian masih peduli akan konsumen kalian kalian perlu membenahi sistem login ini segera!",0
akun gw ilang,0
Kembalikan tautan nomor handphone,0
"Coba perbarui agar terlihat online agar tau kapan terakhir online, jika call terlihat berdering jika aktif sekian dan terima kasih",1
"tolong ya line, adakan fitur login dengan nomor hp, aku bisa cari temen-temen ku lewat nomor hp. akun lama aku juga pakai nomor hp, tolong fiturnya munculkan lagi yaa 🥺🥺",1
Gak bisa log in dengan email,0
Bukakamera,1
Min cara ngatasi pindah akun line yg lama gimna biar bisa masuk ke baru makin kesini akun lama ga bisa di buka kalo ga ada solusinya,1
Aplikasi Sampah 😡😡,0
"Akun eror, bisa menerima pesan tapi tidak bisa mengirim. Setelah install ulang malah tidak bisa masuk akun. Tertulis verifikasi di blokir sementara. Sudah coba berulang ulang tetap seperti itu. Tolong solusi nya..",1
"tolong akun saya ke blokir karena add pertemanan random, saya kira masih bisa kayak dulu, saya baru comeback untuk login game lets get rich jadinya saya tidak tahu peraturan baru ini. tolong pulihkan 🙏",0
Link odong odong Jangan mau main di link Joy bola Isinya ngak ada sceter isinya zonk,0
Belum. Tau.mencoba. Biar. Tau,1
ok,1
"Gajelas banget masa buat masukin nomer aja gabisa (No. Telepon tidak dapat ditambahkan di negara/wilayah anda, terus gimana mau masukin nomer kocak)",0
"Aplikasi line tidak bisa memasukkan nomor telepon,nomor telepon tidak dapat ditambahkan di wilayah anda.",1
"tolongg kembalikan login ke akun facebook yang dulu, line😭😭😭",0
Tolong emote bawaan yg lama jangan dihapus dong,0
Knp line ku gk bisa dbuka,1
☺️,1
Good,1
Kalau chat biasanya cepat dan lancar,1
Keren,1
balikin emot lama donk...,1
mau login ko salah kata sandi mulu ya?? padahal udah di ubah ke sandi baru,0
ga jelas app anj,0
APLIKASI SELALU ERROR CONNECT,0
Eror setiap mau nambah teman,0
"Ini login nya gimana sih kok gak bisa masa suruh pindah akun gimana orang aplikasi nya gak kepasang di hp lain, gimana mau dipindah kalo aplikasi nya gak kepasang, buat login nya aja susah kan jadi gak bisa ke pake, aneh banget gak kayak WA",0
"Hilang akun gw gak bisa lagi login lewat FB bye bye line,ayo dong tolong di balikin lagi fitur login via FB",1
Membosankan,1
Terima kasih !,1
"Mending loginnya tambahin masukkan email dan password, klo nomornya udh ganti trus hpnya rusak susah buat login ulang, apalagi di email gk tersimpan. Klo di aplikasi line lain seperti webtoon, GetRich, dll enak menggunakan email dan password waktu masuk. Jadi tidak susah, saran mending tambahin login menggunakan email dan password",0
perpindahan akun yang sangat membingungkan,0
Kren,1
"Aplikasi dipenuhi bug, internet tidak memiliki masalah bahkan saat membuka aplikasi online lain, namun aplikasi line tidak bisa menerima pesan, hanya notifikasi saja",0
KEMBALIKAN EMOTICON LINE YANG LAMA!! YANG SEKARANG TERLALU SEDIKIT PILIHAN NYA !!! TOLONG TAMBAHKAN BANYAK PILIHAN EMOTICON LAGI SEPERTI DULU!!!!,0
"Selama saya menggunakan aplikasi ini, tidak ada masalah, semua berjalan baik2 saja, saya pribadi mengucapkan banyak terimakasih atas pelayanan yg sudah diberikan...!",1
Lama lama jadi apllikasi sampah. Baru login pakai no HP 1x udah di blokir verifikasi 2 hari. Mana ada keperluan. Sampah sampah,0
"kayak gimana sih, login pake akun google aja gabisa harus verif pindah akun, ya kan akun line nya belom loginn, kayak mana mau liatnya kalo pake chat line, jelek banget sih line ini",0
Aplikasi ga jelas sekali di update semua foto yang ada di line keep hilang semua,0
Gk bsa dftr,1
"Nmr hp tdk bisa di gunakan,,anehh",0
Ok,1
Keren,1
Bagus kah ini aplikasi,1
Masuk aja sulit. Gk jelas.,0
⟵(o_O) 〈(•ˇ‿ˇ•)-→(?・・)σ(ﾉﾟ0ﾟ)ﾉ→(ﾉﾟ0ﾟ)ﾉ→,1
Bagus nya,1
Mantaf,1
top markotop,1
good,1
BAKAL DI HAPUS JUGA SIH NI APP KEK APP 1 NYA YG BULAN MEI DI HAPUS WAHAHAHA BYE LINE,0
jelek sekali setelah di perbarui gak bisa di buka..,0
Gk bisa login woi,0
"LINE 2024 Log-in makin susah. Harus pake device yang lama, tidak ada login via email n password atau login via fb. Makin hari makin susah, stiker 100coin++ pun tewas ckck",0
"Nice sekali LINE, akun dr zaman SMA hilang pas update terbaru. Keren",0
